RECEIVED,SRRECTYPE,SR_TYPE_DESC,PC,WARD,COMPLETED,CLOSED,Flytip_Status,How_Recieved,where_Recieved
01/02/2018,EPRN02,Noise - Commercial/Industrial Activities,,Guiseley & Rawdon,03/04/2018,03/04/2018,,E-mail,Environmental Health Back Office
02/02/2018,EPRN03,Noise - Construction Sites,,Pudsey,02/02/2018,02/02/2018,,Telephone Call,Environmental Health Back Office
02/02/2018,EPRN07,Noise - Motor Vehicles (On Private Land),,Garforth & Swillington,02/02/2018,02/02/2018,,Self Service,CCP Self Service
02/02/2018,EPRN08,Noise - Ice Cream Van Chimes,,Temple Newsam,13/08/2018,13/08/2018,,Telephone Call,Contact Centre
02/02/2018,EPRN25,Noise - Licensed Premises,,Guiseley & Rawdon,09/03/2018,09/03/2018,,Self Service,CCP Self Service
03/02/2018,EPRN22,Noise - Major Domestic Building Works,,Morley South,07/02/2018,07/02/2018,,Self Service,CCP Self Service
07/02/2018,EPRN22,Noise - Major Domestic Building Works,,Horsforth,14/02/2018,14/02/2018,,Telephone Call,Contact Centre
07/02/2018,EPRN03,Noise - Construction Sites,LS27 8,Morley South,22/02/2018,22/02/2018,,Self Service,CCP Self Service
07/02/2018,EPRN25,Noise - Licensed Premises,,City & Hunslet,08/02/2018,08/02/2018,,Self Service,CCP Self Service
08/02/2018,EPRN04,Noise - Delivery/Collection Vehicles,LS18 4,Horsforth,13/03/2018,13/03/2018,,Telephone Call,Environmental Health Back Office
09/02/2018,EPRN18,Noise - PA Systems & Loud Speakers,,Gipton & Harehills,09/02/2018,09/02/2018,,Self Service,CCP Self Service
10/02/2018,EPRN02,Noise - Commercial/Industrial Activities,LS22 6,Wetherby,12/02/2018,15/02/2018,,Self Service,CCP Self Service
10/02/2018,EPRN01,Noise - Air-Conditioning Units/Chillers,,Roundhay,12/02/2018,12/02/2018,,Self Service,CCP Self Service
11/02/2018,EPRN01,Noise - Air-Conditioning Units/Chillers,LS22 6,Wetherby,12/02/2018,15/02/2018,,Self Service,CCP Self Service
12/02/2018,EPRN25,Noise - Licensed Premises,,Chapel Allerton,09/03/2018,09/03/2018,,Telephone Call,Enforcement Back Office
12/02/2018,EPRN02,Noise - Commercial/Industrial Activities,,Morley South,09/03/2018,09/03/2018,,Self Service,CCP Self Service
13/02/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,12/03/2018,12/03/2018,,E-mail,Environmental Health Back Office
13/02/2018,EPRN03,Noise - Construction Sites,LS3 1,Hyde Park & Woodhouse,06/03/2018,06/03/2018,,E-mail,Environmental Health Back Office
13/02/2018,EPRN04,Noise - Delivery/Collection Vehicles,,Adel & Wharfedale,30/04/2018,30/04/2018,,E-mail,Environmental Health Back Office
13/02/2018,EPRN25,Noise - Licensed Premises,,City & Hunslet,29/03/2018,29/03/2018,,E-mail,Environmental Health Back Office
14/02/2018,EPRN01,Noise - Air-Conditioning Units/Chillers,,Roundhay,14/02/2018,14/02/2018,,Self Service,CCP Self Service
14/02/2018,EPRN01,Noise - Air-Conditioning Units/Chillers,,Beeston & Holbeck,26/03/2018,26/03/2018,,Telephone Call,Environmental Health Back Office
14/02/2018,EPRN03,Noise - Construction Sites,,Horsforth,14/02/2018,14/02/2018,,E-mail,Environmental Health Back Office
14/02/2018,EPRN25,Noise - Licensed Premises,,City & Hunslet,19/02/2018,19/02/2018,,Self Service,CCP Self Service
15/02/2018,EPRN04,Noise - Delivery/Collection Vehicles,,Pudsey,15/02/2018,15/02/2018,,Self Service,CCP Self Service
15/02/2018,EPRN03,Noise - Construction Sites,,Kippax & Methley,06/03/2018,06/03/2018,,Telephone Call,Contact Centre
16/02/2018,EPRN03,Noise - Construction Sites,,Wetherby,06/03/2018,06/03/2018,,E-mail,Environmental Health Back Office
17/02/2018,EPRN01,Noise - Air-Conditioning Units/Chillers,,Roundhay,22/02/2018,22/02/2018,,Self Service,CCP Self Service
17/02/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,19/02/2018,19/02/2018,,Self Service,CCP Self Service
17/02/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,27/03/2018,27/03/2018,,,Environmental Health Back Office
18/02/2018,EPRN02,Noise - Commercial/Industrial Activities,,Temple Newsam,19/02/2018,19/02/2018,,Self Service,CCP Self Service
20/02/2018,EPRN17,Noise - Farming Bird Scarers,,Harewood,22/02/2018,22/02/2018,,E-mail,Environmental Health Back Office
20/02/2018,EPRN02,Noise - Commercial/Industrial Activities,,Roundhay,12/03/2018,12/03/2018,,E-mail,Environmental Health Back Office
21/02/2018,EPRN02,Noise - Commercial/Industrial Activities,,Rothwell,07/03/2018,07/03/2018,,,Environmental Health Back Office
22/02/2018,EPRN03,Noise - Construction Sites,LS2 7,City & Hunslet,28/02/2018,28/02/2018,,Self Service,CCP Self Service
24/02/2018,EPRN18,Noise - PA Systems & Loud Speakers,,Little London & Woodhouse,27/03/2018,27/03/2018,,Self Service,CCP Self Service
24/02/2018,EPRN03,Noise - Construction Sites,WF3 3,Ardsley & Robin Hood,27/02/2018,27/02/2018,,Self Service,CCP Self Service
24/02/2018,EPRN22,Noise - Major Domestic Building Works,,Alwoodley,26/02/2018,26/02/2018,,Self Service,CCP Self Service
25/02/2018,EPRN08,Noise - Ice Cream Van Chimes,LS9 9,Burmantofts & Richmond Hill,27/03/2018,27/03/2018,,Self Service,CCP Self Service
26/02/2018,TXEN2B,TPHL Environmental - Noise Nuisance,,,03/04/2018,04/04/2018,,E-mail,
26/02/2018,EPRN04,Noise - Delivery/Collection Vehicles,,Headingley,11/06/2018,11/06/2018,,Self Service,CCP Self Service
26/02/2018,EPRN06,Noise - Transport Not Constructn Related,,Farnley & Wortley,03/04/2018,03/04/2018,,Telephone Call,Contact Centre
26/02/2018,EPRN02,Noise - Commercial/Industrial Activities,LS28 5,Calverley & Farsley,12/03/2018,12/03/2018,,Self Service,CCP Self Service
26/02/2018,EPRN03,Noise - Construction Sites,,Calverley & Farsley,27/02/2018,27/02/2018,,Self Service,CCP Self Service
27/02/2018,EPRN13,Noise - Commercial Alarms (intnl/extnl),LS2 7,City & Hunslet,09/03/2018,09/03/2018,,E-mail,Environmental Health Back Office
27/02/2018,EPRN03,Noise - Construction Sites,LS10 1,City & Hunslet,12/03/2018,12/03/2018,,Self Service,CCP Self Service
28/02/2018,EPRN11,Noise - Farming Activities,,Garforth & Swillington,01/05/2018,01/05/2018,,Self Service,CCP Self Service
28/02/2018,EPRN03,Noise - Construction Sites,LS10 1,City & Hunslet,12/03/2018,12/03/2018,,Telephone Call,Contact Centre
28/02/2018,EPRN02,Noise - Commercial/Industrial Activities,,City & Hunslet,13/03/2018,13/03/2018,,Telephone Call,Contact Centre
03/03/2018,EPRN25,Noise - Licensed Premises,,Otley & Yeadon,04/04/2018,04/04/2018,,Self Service,CCP Self Service
03/03/2018,EPRN25,Noise - Licensed Premises,,Rothwell,04/04/2018,04/04/2018,,Telephone Call,Environmental Health Back Office
05/03/2018,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Armley,05/03/2018,05/03/2018,,Telephone Call,Contact Centre
05/03/2018,EPRN04,Noise - Delivery/Collection Vehicles,LS26 0,Rothwell,08/05/2018,08/05/2018,,Telephone Call,Environmental Health Back Office
05/03/2018,EPRN01,Noise - Air-Conditioning Units/Chillers,,Otley & Yeadon,,,,Self Service,CCP Self Service
05/03/2018,EPRN02,Noise - Commercial/Industrial Activities,,Middleton Park,06/03/2018,06/03/2018,,Self Service,CCP Self Service
05/03/2018,EPRN03,Noise - Construction Sites,BD11 1,Morley North,19/03/2018,19/03/2018,,Telephone Call,Environmental Health Back Office
06/03/2018,EPRN03,Noise - Construction Sites,LS2 7,City & Hunslet,08/06/2018,08/06/2018,,Self Service,CCP Self Service
07/03/2018,EPRN14,Noise - Shooting,LS11 6,City & Hunslet,19/03/2018,19/03/2018,,Self Service,CCP Self Service
07/03/2018,EPRN02,Noise - Commercial/Industrial Activities,,Calverley & Farsley,19/04/2018,19/04/2018,,Self Service,CCP Self Service
09/03/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,12/03/2018,12/03/2018,,Self Service,CCP Self Service
09/03/2018,EPRN02,Noise - Commercial/Industrial Activities,,Garforth & Swillington,19/03/2018,19/03/2018,,E-mail,Environmental Health Back Office
09/03/2018,EPRN22,Noise - Major Domestic Building Works,,Guiseley & Rawdon,04/04/2018,04/04/2018,,Telephone Call,Contact Centre
09/03/2018,EPRN03,Noise - Construction Sites,LS11 0,Beeston & Holbeck,09/03/2018,09/03/2018,,Self Service,CCP Self Service
09/03/2018,EPRN22,Noise - Major Domestic Building Works,,Moortown,14/03/2018,14/03/2018,,Telephone Call,Contact Centre
10/03/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,21/05/2018,21/05/2018,,Telephone Call,Environmental Health Back Office
10/03/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,09/04/2018,09/04/2018,,Telephone Call,Environmental Health Back Office
10/03/2018,EPRN25,Noise - Licensed Premises,,Guiseley & Rawdon,13/06/2018,13/06/2018,,Self Service,CCP Self Service
11/03/2018,EPRN25,Noise - Licensed Premises,,City & Hunslet,09/04/2018,09/04/2018,,Telephone Call,Environmental Health Back Office
11/03/2018,EPRN02,Noise - Commercial/Industrial Activities,,Moortown,20/06/2018,21/06/2018,,Self Service,CCP Self Service
11/03/2018,EPRN18,Noise - PA Systems & Loud Speakers,,City & Hunslet,09/04/2018,09/04/2018,,Self Service,CCP Self Service
11/03/2018,EPRN03,Noise - Construction Sites,LS27 8,Morley South,20/03/2018,20/03/2018,,Self Service,CCP Self Service
11/03/2018,EPRN03,Noise - Construction Sites,LS27 8,Morley South,14/03/2018,14/03/2018,,Self Service,CCP Self Service
12/03/2018,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Guiseley & Rawdon,09/04/2018,09/04/2018,,E-mail,Environmental Health Back Office
13/03/2018,EPRN03,Noise - Construction Sites,LS27 8,Morley South,20/03/2018,20/03/2018,,Self Service,CCP Self Service
13/03/2018,EPRN07,Noise - Motor Vehicles (On Private Land),,Rothwell,13/03/2018,13/03/2018,,Telephone Call,Contact Centre
13/03/2018,EPRN03,Noise - Construction Sites,LS27 8,Morley South,20/03/2018,20/03/2018,,E-mail,Environmental Health Back Office
14/03/2018,EPRN25,Noise - Licensed Premises,,City & Hunslet,09/04/2018,09/04/2018,,Telephone Call,Environmental Health Back Office
14/03/2018,EPRN03,Noise - Construction Sites,,Horsforth,03/04/2018,03/04/2018,,Telephone Call,Contact Centre
14/03/2018,EPRN02,Noise - Commercial/Industrial Activities,LS14 2,Crossgates & Whinmoor,04/04/2018,04/04/2018,,Telephone Call,Contact Centre
14/03/2018,EPRN03,Noise - Construction Sites,,Headingley,23/03/2018,23/03/2018,,Telephone Call,Environmental Health Back Office
14/03/2018,EPRN03,Noise - Construction Sites,,Headingley,23/03/2018,23/03/2018,,Telephone Call,
15/03/2018,EPRN18,Noise - PA Systems & Loud Speakers,,Guiseley & Rawdon,03/04/2018,03/04/2018,,Self Service,CCP Self Service
15/03/2018,EPRN03,Noise - Construction Sites,LS11 8,Beeston & Holbeck,17/05/2018,17/05/2018,,Self Service,CCP Self Service
15/03/2018,EPRN18,Noise - PA Systems & Loud Speakers,,Otley & Yeadon,16/03/2018,16/03/2018,,Self Service,CCP Self Service
16/03/2018,EPRN25,Noise - Licensed Premises,,Hyde Park & Woodhouse,11/04/2018,11/04/2018,,Self Service,CCP Self Service
16/03/2018,EPRN17,Noise - Farming Bird Scarers,LS26 8,Garforth & Swillington,25/03/2018,25/03/2018,,E-mail,Environmental Health Back Office
